id,获赞数,评论数,分享数,上架时间,title,字幕
51,1683,91,127,2020-04-10 19:06:33,那个没能一起走到最后的人,"曾经被他捧在手心,是真实的,所有的海誓山盟,也是真实的,但都被吹走了,这世间的风,实在是太大了,即使最后的结局是分开,我也感谢你,在我最灰暗的日子里,照亮过我,只是希望,我陪你走过的路,你千万不要忘"
50,4544,118,280,2020-04-09 19:05:50,"本让你爱上自己的书,目28","读完一本书,你有时候会爱上作者,有时候会爱上书中的某句话,但是读完这本《照着想象玄生活》,你会重新爱上自己,作者是一个西班牙的医生,书中讲述了,他来到中国做流浪歌手的故事,他说比起做一个成功的人,我更倾向于做一个有故事的人,从行囊空空的旅人,到内心丰盈的行者,作者用亲身经历告诉我们,生话在于选择,梦想在于出发,行走的意义从来不是终点,而是过程,就像书中说的那样,旅行不只在于到达,而是一种态度,当你的心唯备好了,自然就看到了新的东西,也许自由和生话的意义,就是按自己喜欢的方式,做自己喜欢的事情,余生不必行色匆匆,不必光芒四射,照着想象玄生话,阅读是一件最重要的小事,关注我分享好书"
49,3731,137,362,2020-04-08 18:54:35,"《人间失格》,情不知所起一往而深,目2","《人间失格》里有这样一句话,若能避开猛烈的欢喜,自然就不会有悲痛来袭,很多人把这句话信奉在爱情里,但爱情并不是理性的产物,它的最奇妙之处,就在于那一句,情不知所起,一往而潦,就算我知道爱上你的结果,不过是飞蛾扑火,但当我在人海中和你相遇时,我对你无法抗拒,避无可避,这猛烈的欢喜,既然有幸遇到了,就千万别放手,阅读是一件最重要的小事,我是 Amber分享好书"
48,5148,158,236,2020-04-07 20:02:44,"《凉生,我们可不可以不忧伤》,蝴蝶终究飞不过沧汝","世间有太多遗憾和错过,都是因为那一句,下次吧,数学中说,过程错了,就是错了,爱情也是一样,再重来,也只是重蹈覆辙,《凉生,我们可不可认不忧伤》中说,蝴蝶飞不过沧海,其实在沧海的那一头,早已没有了等待,那一头设有了你,其实我也不必飞过沧海"
47,1822,132,224,2020-04-06 21:32:34,那个放不下的人,"或许我们每一个人的心底,都曾有过一个放不下的人,明明相爱,却因为各种现实的阻挠,无疾而终,成为了对方生命中最大的遗憾,但有一个能够回忆的人,又何尝不是一件幸运的事,毕竟每一份回忆,都是爱的馈赠,我曾短暂地拥有过你,就已经足够了"
46,6007,723,662,2020-04-05 20:19:30,致异地恋的你们,"有人问,异地恋最难的地方在哪,我想不是那种,久东谋面的陌生感,而是两个人明明想念着,却找不到可认证明在意的方式,有时候在意也设用,想念也设用,嘘寒问暖的话,更显得苍白无力,《偷影子的人》中说,最难过的是看到你和我在一起,却让你显得如此孤单,但更让我难过的是,怕你没有归期,怕我等不起,怕来者,最后不是你,我是 Amber,晚安"
45,2567,186,305,2020-04-03 18:44:26,思念到极致是什么感觉?,"你知道思念是什么感觉吗,我发了一句睨安给你,梦里梦到,你好像回了我的信息,然后我下意识地从梦境里挣扎出来,马上玄翻看手机,结果什么都设有,这一晚上我翻来覆玄,不知道醒了多少次,就像《刚好有你在》中说的那样,时间会把原来,怎么也想不通的问题变得不再重要,所,以人,我依然还留在原地,只不过不是为了等你,而是在等我自己放弃,我是 Amber,晚安"
44,754,39,46,2020-04-01 18:42:08,"《房思琪的初恋乐因》,苦难真的值得感谢吗?","苦难是值得感谢的这句话,可能是人生中最大的谎言,《房思琪的初恋乐因》中写道,我宁愿大家承认,人间有一些痛苦是不能和解的,我最讨厌人们说,经过痛苦才能成为更好的人,我希望大家承认,有些痛苦是毁灭的,我宁愿我是一个媚俗的人,我宁愿无知,也不想要看过世界的背面,我们不一定会因为苦难,变得更强,但这些苦难一定会在我们的生命中,留下一道深深的疤痕,我想我们唯一应该感谢的,只有那个在苦难之中设有放弃,拼尽全力熬过来的自己,阅读是一件最重要的小事,我是 Amber,分享好书"
43,1089,66,146,2020-03-31 19:00:34,"《爱的艺术》,好的爱情需要经营","爱的艺术,人们总是认为,爱情是简单的,遇见一个值得爱的人,却很难,所以每段感情,过了热恋期之后,都草草结束,可这么多年过去了,却从来没有一个人,能真正走进自己的内心,是啊,爱情的选择很重要,但是经营这段感情,却比选择更重要,爱情从来都不是,找到一个非你莫属的人,然后爱他一辈子,而是在漫长的生活,又一次地,重新爱上对方,是在彼此了解,对方的缺点后,仍然可以爱得,义无反顾"
42,13000,350,767,2020-03-30 18:37:12,"《你的孤独虽败犹荣》,孤独是勇敢者的专利,LANNI,目3","很喜欢刘同的一句话,他说,也许你现在仍是一个人吃饭,个人逛街,个人看电影,然而你却能一个人吃饭,有些人离开了别人什么都不是,而你却一个人度过了所有,就像马尔克斯说,安然度过生命的秘诀,就是和孤独签订一份体面的协议,是啊,孤独是勇敢者的专利,太多的人在迎合别人的道路上,迷失了自己,所认在你最孤独的那段时间,如果身边没有人,就自己玄做那个,把自己拉出潦渊的人吧,阅读是一件最重要的小事,我是 Amber,分享好书"
41,4851,177,645,2020-03-29 18:21:51,"《爱的艺术》,如何去爱一个人?,目0","今天要讲的是一本,能教会我们,如何去爱的书,爱的艺术》,这本书的作者认为,幼稚的爱是我爱你,因为我需要你,而成熟的爱是,我需要你,因为我爱你,的确,如果在不懂,如何爱与被爱的情况下,就陷入恋爱,最终只会收获伤痛,很多人会开始一段恋爱,是因为想要逃避孤独,在他人身上汲取温暖,最终只会越来越依赖对方,失去自我,而成熟的爱情是,我并不想从你身上获取什么,我也不会以爱之名,将你捆绑在我身边,因为我知道,爱情不应该是占有和牵绊,而是彼此独立,并在爱中成为更好的自,闶读是一件最重要的小,我是 Amber分享好书"
40,1492,136,222,2020-03-27 18:49:11,该怎样维系异地恋?,"有人说,异地恋的时候,人总会变得特别无助,对方任何一句敷衍的回复,看起来都像是分手的前兆,当欣喜忧伤无从分享,欢笑落泪不能相拥,这让我们看起来,就像是陌生人一样,但我知道,真正打败爱情的,从来都不是距离,其实异地恋,就是当你遇到了一个人,你们为了相聚,可以忍受分离,让彼此在无数个,没有对方的日子里,学会拒绝身边的诱惑,努力玄变得优秀,为了让自己,无论在未来的哪一天,都有资格坚定地站在对方身边,就像《绿松石之约》中所说,真正深爱的两个人,是能够排除万难走到一起的"
39,3237,224,323,2020-03-26 17:40:30,人生的出场顺序有多重要?,"手机里总有一张照片,不轻易打开,却又不忍心删除,就像心里总有一个人,不敢回忆,却又难认忘掉,可能每个人的出场顺序真的很重要,错的时间遇见对的人,最后留下的,也只有一张照片一段回忆,当初闯进生命里的人,终究还是成为了过客,如果换一个时间认识,是不是结局可认不一样,有的感情无法重来,不忍回忆,就像那张照片,它存在在那里就好"
38,13000,725,1462,2020-03-25 19:30:39,忘记一个人需要多久?,"可能每个人的心里,都有一个无法忘记的人吧,就像《月光落在左手上》所说,你还是你,有我一喊就心颤的名字,这世间最令人心酸的事,大概就是分开之后,心里还挂念着对方,害怕他最后娶一个不爱他的人,在往后的日子里,饱受委屈,可又害怕他娶一个很爱他的人,这样他就会忘了自己,我忘不掉你,只是因为,我从东停止过爱你"
37,847,54,47,2020-03-24 19:22:06,我能想到最浪漫的事,"我听过最浪谩的事,大概就是爱尔兰的婚姻,在当地结婚需要选择年限,如果选择一年,有厚厚的一本婚姻书要看,费用要两万元,如果选择一百年,只需要六块钱,就只有一张纸,上面写着,祝你们白头偕老,可能对有的人来说,爱情是一年一次的新鲜,但对我来说,爱情就是一百年携手不变的浪谩,日循着一日,月接着一月,年更似一年,所认结婚的时候,比起海誓山盟的誓言,我更想要那一场,六块钱的婚礼"
36,2480,228,286,2020-03-22 18:16:38,你会等一个人很久吗?,"等一个不爱你的人,就像一祭飞机,在等和一艘轮船相遇,明知道不会有交集,但还是抱着一丝希望等待着,《东邪西毒》里写道,如果感情可以分胜负的话,我不知道我是否能赢,但我很清楚,从一开始我就输了,都说失望攒够了就离开,但是我的失望攒够了,还是舍不得放手,大概是因为我选择了,条没有门的小巷,却还紧握着钥匙,敲着厚厚的墙,第一步错了,怎么走都是错"
35,1054,50,117,2020-03-21 19:50:47,"《围城》,另一种选择,就能如愿吗?","如畏当初选择另一种生活,切会不一样吗,《围城》中的主人,就是抱着这样的幻想,次又一次地由这座围城,走入那一座围城,认为离开了此处,到另一个地方玄,切问题就解决了,却忘了自己真正想要的究竟是什么,现实中的我们又何尝不是这样,对婚姻也好,职业也罢,人生的愿望,大都如此,但其实一个人幸福快乐的根源,不在于他是否存在另一种选择,而在于他愿意成为当下的自己,你手里握着的,你所厌倦的,或者习认为常的,或许正是他人渴求而不可得的,而你想要的东来,在把握了每一个现在之后,自然会来"
34,43000,1186,2701,2020-03-19 19:21:38,"《九万字》,时间只是自称包治百病的庸医","当你失玄一个真心爱过的人之后,心里的那道疤痕,也注定不会因为,时间的流逝而诮散,就像《九万字》中的这句话,没有任何伤害可认挽回,小如一枚青春疽,生过璀璨过,那一小片皮肤永远与其他不同,所认啊,时间是个庸医,只不过他爱自称,包论百病"
33,1067,79,101,2020-03-18 18:29:01,不成熟是因为不够爱,"有人说,千万不要跟一个不成熟的人谈恋爱,因为,他只会爱自,有很多人在感情中受尽委屈,却舍不得分开,直安慰自,觉得给他点时间他会长大的,但成熟从来都不是谁的性格标签,没有人的成熟是与生俱来的,他如果真的特别特别喜欢你,他会害怕不能对你的一切负责,他会害怕不能给你最好的保护,这个时候变成熟是一件很自然的事,所以这个世界上所有的不成熟,只是因为你们的关系,还不足以让他成熟罢了"
32,3904,110,293,2020-03-17 21:48:36,"在最平风的日子里,谦卑或努力","或许人生最可悲的就是,明明庸庸碌碌,但又不甘庸碌一生,我想我们都应该学会,原谅自己的不完美,甘于平凡,却不甘于平凡的腐烂,可能就已经是一种不平凡了,人生很短,有一些高山我们永远都无法企及,那就远远看着,也很好"
31,950,79,123,2020-03-16 19:06:50,"我明臼你会来,所以我会等","我们常常会想,是不是自己不够优秀,为什么那个命中注定的人,还是没有出现,其实在两个人相遇之前,那个东来要和我们共度一生的人,在相同的时间里,也忍受着同样的孤独,他此时可能正深处旅途,手捧星光,可能正穿越人海,马不停蹄地等待与你相拥,所认,再等等会来的"
30,1229,73,153,2020-03-15 21:21:07,"《而已集》,一个人的时候怎么过?","很多人说,难过的时候千万不要找别人聊天,比起跟别人诉说自己的委屈和不甘,还是沉默最好,因为大部分人,不会关心你的痛苦你的伤痛,还会有一部分人,把它当成茶余饭后的谈资,鲁迅先生曾在《而已集》中写下,他说人类的悲欢并不相通,我只觉得他们吵闹,人们总是这样,事不关己的时候,总会觉得被一根稻草压倒的人,是因为不够坚强,但等真正,到了自己身上的时候才会发现,这根稻草到底承载了多少重量,生活哪里有什么感同身受,不过是如人饮水冷暖自知罢了,所以我们最应该争取的理解,来源于自己,毕竟万般痛苦唯有自渡,我是 Amber,晚安"
29,1607,88,126,2020-03-14 19:04:19,"你听过哪些情话,无一""爱""字却句句含情?","该怎么文艺地表达我爱你,在《追风筝的人》中是,为你千千万万遍,在《怦然心动》中是,有些人论为平庸浅薄,金玉其外败絮其中,可不经意间,有一天你会遇到一个,彩虹般绚丽的人,从此以后,其他人就不过是匆匆浮云,在《洛丽塔》中是,她可认褪色,可以枯萎,怎样都可认,但只要我看她一眼,万般柔情便涌上心头,阅读是一件最重要的小事,我是 Amber,分享好书"
28,12000,520,1819,2020-03-13 19:35:22,"无奈有些喜欢,落地变成遗憾","张小娴在《谢谢你离开我》中写道,你走了真好,不然总担心你要走,这个世界很大,人来人往,有些人见上一面便再也不见,有些人打个招呼转头就忘了,可总会有那么一个人,就像按住了你感情中所有的脉络,让你离不开,但也靠不近,直到有一天他走了,你心想,终于不用再时刻关注他的诮息,也不用为了他的一句晚安等到凌晨,仿佛心里压着的那块大石头,终于不见了一样,长长地舒了一口气,只是下一刻,你的脑海里,又浮现出他的身影,你摇了摇头跟自己说,自己不是想他,只是因为这块石头太重,也压得太久了,你看,人呐,就是这么爱自欺欺人"
27,109000,8550,13000,2020-03-12 19:10:31,真正的喜欢是什么样的?,"真正喜欢一个人是怎么样的,黑塞在《堤契诺之歌》中写道,如果有一天,我明白了什么是爱情,那一定是因为你,我喜欢你,眼睛像你不行,声音像你不行,不是你,就是不行,我只知道,我历经波折,燃尽悲欢,不管下一刻是撞上冰山,还是跌入深渊,好不容易才遇到的你,我一定会抓紧你"
26,4654,182,502,2020-03-11 19:03:55,致每毎一个为理想拼搏的你,"张嘉佳说过,每个人在最悲伤的时候,会突然诮失一阵子,没有人会知道,我们若无其事的背后,藏着多少兵荒马乱的翻涌,如果你也正经历着最难熬的日子,请你相信,所有事都会有最好的结果,如果设有,就是还没到最后,天一定会亮,而你绝对不能倒在天亮前的最后一秒"
25,1148,73,94,2020-03-10 18:11:08,无,无
24,1913,113,304,2020-03-09 20:53:41,最美不过《纳兰词》,"人生若只如初见,何事秋风悲画扇,等闲变却故人心,却道故人心易变,你曾像一道光照亮了我,成了我的依赖,也成了我的习惯,曾以为我们来日方长,却忘了不是所有的明天,都是有你的认后,但如果有一天,你后悔放弃了我,希望你能记得,我从来没有想过要用离开的方式,教你学会珍惜,我只是很遗憾,还是没能成为你的例外和偏爱,我是 Amber,晚安"
23,4173,228,426,2020-03-07 22:09:35,"是什么让你決定,成为一个温柔的人?","个人为什么会变得温柔,大概是TA,在经历了很多很多难过之后,决定让身边的人,不再经历这样的时刻,温柔的人看起来就像一束光,虽然设有太阳那么明亮,但凭借这份光,便能把黑夜当成白天,世界认痛吻我,我却报之以歌,从来不是因为我有多么伟大,只不过,因为我小小的心里,装着一个大大的你,而遍体鳞伤的我,不想让你也受伤,我是 Amber,晚安"
22,785,60,102,2020-03-06 20:25:57,"真正的告别,总是来得悄无声息","有人说,那个和你大声争吵,把分手当成口头禅的人,不是真的想要离开你,真正下定决心要走的人,连关门都是静悄悄的,可能是因为成年人的世界太累了,所有真正想要离开的时候,就不想再来上一次,歇斯底里的奔溃,更何况,无休止的争执和卑微的挽留,只会消磨对方的最后一点好印象,所以默不作声地,把另一个人剥离出生命,或许才是最好的选择,哪怕我心里,可能还对你有所留恋,但这些情绪,我已经不想再与你分享了,因为我知道,我爱你,但我已经不再喜欢你"
21,518,92,74,2020-03-05 19:39:27,"那个打游戏还秒回你的他,还在你身边吗","你有遇到那个打游戏还秒回你信息的人吗,评论里有这样的一个故事,说排位的时候,碰到了一个总是中途退出游戏的中单,每次都是把对方的C位换掉之后弹出去,游戏结束之后加了好友,才知道每次掉线,都是因为他要回女朋友的消息,我们总说,游戏是恋爱中女生的天敌,但其实,女生不是讨厌男朋友打游戏,而是失望,男生在闲下来的时候,总是第一时间想到游戏,而不是想到自己,其实我们想要的也不是消息秒回,而是你把我放在心底里的那份在意,就像在你眼里,比游戏更有意思的是,走进现实世界,牵着我的手,在太阳底下一起走"
20,6289,389,702,2020-03-03 21:50:13,"你有多久没有,发自内心地笑过了?","有人说,难过的时候听一首歌会流泪,看一句话会看到心酸,其实这些突如其来的脆弱,不过是因为坚强了太久,我们总是把所有的难过都藏在心底,因为成年人从来由不得自己任性,这个弱肉强食的社会,总是逼迫着我们不断前行,没有人会在意你心里的故事,我们只能把难过藏在心底,即使有一天再也藏不住了,也只能在心里跟自己说,不如就这样算了吧,其实成年人也是一个小孩,也会渴望安全感,难过的时候就放声大哭,开心的时候就肆意地笑,当我们真的觉得累,不要再为难自己,因为有些事可以放,有些人也可以忘,风雨里我们做个大人,在阳光下就做回孩子"
19,920,53,95,2020-03-02 20:02:37,"清华大学推荐,提升自我必读的书单","清华大学推荐过的五本书,你都看过吗,第一本是刘慈欣的《三体》,你的无畏来源于无知,第二本是马尔克斯的《百年孤独,生命中曾经有过的所有灿火,终究都要用寂寞来偿还,第三本书是东野圭吾的《解忧杂货店》,无论现在有多么的不开心,你要相信明天会比今天更好,第四本书是《月亮与六便士,我用尽了全力,过着平凡的一生,最后一本来自村上春树的《挪威的森林》,哪里会有人喜欢孤独,只不过是不喜欢失望罢了,阅读是一件最重要的小事,我是 Amber,分享好书"
18,1728,123,206,2020-02-29 22:45:27,"你找到那个能够,看穿你的脆弱的人了吗","有人说,这个世界上有两个我,个白天佯装无事,个晚上难掩崩溃,阝些白天不敢发泄的情绪,在四下无人的夜里,迅速找到了安放的地方,或许成年人都是戴着面具生活,在他人面前,我们从不流露出自己的狼狈,但总会有那么一个人,出现在我们面前,轻松的识破我们坚强背后的脆弱,在世界被严寒冰封的时候,为我们点起火把,让我们放下防备,原谅了生活所有的刁难,就像《追风筝的人》中说,很高兴你终于识破了我的真面目,因为我装的太累了,我是 Amber"
17,106000,7482,20000,2020-02-27 22:19:38,"放弃了一个喜欢很久的人,是一种什么样的感受?","放弃了一个喜欢很久的人,是一种什么样的感受,我看过一个回答是这么说的,像拔了一颗蛀牙,虽然不会痛了,但是那个缺口一直在,可能放弃一个人,就是如释重负却又怅然若失吧,你走了真好,不然总担心你会走,我再也不用苦苦地想,今天该用什么话题去打扰你,再也不用在洗澡的时候,擦擦手回你的消息了,我也终于明白了,所爱隔山海山海不可平,原来这个世上,不是所有的爱情,都能来的刚刚好,更多的,是我苦苦喜欢着一个人,却始终爱而不得,但我还是很感谢你,毕竟这些年来,我最幸运的两件事,件是时间,终于把我对你的爱消耗殆尽,另外一件,是很久很久之前的某一天,我遇见了你"
16,503,48,74,2020-02-26 22:18:04,"《82年生的金智英》,婚姻给女性带来了什么?","有一组数据说,婚后的男人越活越年轻,而婚后的女人则越来越苍老,男人总是心安理得,当个甩手掌柜,觉得做家务照顾孩子,这有什么难的,丢下妻子一个人在鸡毛蒜皮里挣扎,结婚之前承诺的“我养你”,后来都变成,是我养的你,在这本《82年生的金智英》中写道,个女人的一生,从结婚开始就已经结束了,这个时代把女人推向了世界,却没有把男人拉回家庭,所以大多数女人,都在辛苦地打着两份工,份叫事业,份叫家庭,每个女人曾经都是别人的公主,结婚之后却变成了免费的保姆,而我希望所有困顿在其中的女性们,都能拥有自由坦然的人生,毕竟我们在生而为女人之前,都生而为人,阅读是一件最重要的小事,我是 Amber,分享好书"
15,1998,107,188,2020-02-25 17:51:09,"《活着》,生命太脆弱我们太渺小","没有比活着更美好的事,也没有比活着更艰难的事,活着》这本书讲述的是,主人公福贵一生悲惨的遭遇,他亲手埋葬了自己的妻子,L女孙子,儿女孙子,眼看着一个个鲜活的生命,从自己的眼前消失,风烛残年之时,满头白发的福贵坐在田埂上,靠着那头和他一样衰老的老牛,平静地向人们讲述自己的故事,人活着为了什么,只是为了活着本身而活着,而不是为,活着之外的任何事物而活着,人生来不易,苦而不言,痛而不语,面对生活中的苦难和逆境时,不妨坦然一点,毕竟生活本身是没有意义的,是人们赋予了它意义"
14,817,45,72,2020-02-23 19:18:31,"《回答不了》,众生胥苦唯有自渡","你以为只有你很难吗,不是,只是大家都懒得说,每个人都觉得自己身在苦海,别人在岸上,但实际上,芸芸众生都身在苦海,回答不了》这本书,就讲述了十,其实大家都很难的故事,楼下餐馆的老板,只懂做饭不懂经营,导致店倒闭了,巷子里的万人迷,跟了很多男人,但都没有结果,就连流浪狗都发愁吃不饱,生活在推着我们每一个人往前走,面对不如意,我们除了接受别无他法,因为我们都曾经或正在,经历各自的人生至暗时刻,也正是在这些挫折中,我们一点一点明白了要怎么活,万般皆苦,苦过之后总有甜,多年之后,这些经历还可以用来下酒,阅读是一件最重要的小事,我是 Amber,分享好书"
13,2146,127,307,2020-02-21 21:22:11,"《因为这是你的人生》,认真生活,就能找到藏在人生里的糖果","前两天闺蜜分手了,她说,原来当不爱的时候,另一个人连爱,都是一种错误,因为这是你的人生》中,有这样一句话,人生是让你拿来活的,不是让你拿来逗另一个人开心的,可能女孩子爱一个人的时候,从来没有想过,付出还要有回报,就是有点儿难过,自己的爱不被珍惜,自己的爱被弃之如敝履,爱没有错,我们也没有错,只不过那个人错了,错把你的爱当作负担,所以不要觉得是自己不够好,才会被放弃,而是我们足够好,值得遇见那个爱你三分的人,我是 Amber,晚安"
12,301,24,42,2020-02-20 22:51:30,"《一句顶一万句》,什么才是真正的孤独?,热闹是他们的而我什么都没有","个人的孤独不是孤独,个人找另一个人,句话找另一句话,才是真正的孤独,刘震云在《一句顶一万句》,说的这句话,戳中了很多人的心,没错,当我们感到孤独,总以为在热闹的环境,有人能倾诉,就可以缓解心中的孤独,但就像朱自清所说,热闹是他们的,我什么都没有,其实自己才是自己最好的陪伴者,毕竟,忍受孤独比佯装热闹要好得多,阅读是一件最重要的小事,我是 Amber,分享好书"
11,597,33,62,2020-02-18 18:16:03,"《热爱》,愿你每一年,都奔走在自己的热爱里,D","以前我们总自嘲,说自己老了,现在就要承认,自己的确不再年轻了,我们害怕去医院,怕看体检报告上超标的指数,于是开始泡枸杞,早睡早起,宋方金在《热爱》中写道,无论我走在哪里,都是走在流逝的时光里,曾经我们都以为时间还很多,但毕业后,朋友各奔东西,分手后,恋人再无交集,我们才意识到,很多东西,再也不会出现在明天里了,于是我们在时间面前,惶恐不安,甚至渴望时间放慢步伐,可即是正因为时间的逝去,才让那些美好,显得弥足珍贵,也让我们更懂得,活在当下,阅读是一件最重要的小事,我是 Amber,分享好书"
